GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2014-09-18,360754,-46157273,135317474,-18255983,-35370624,-25642128
2014-09-17,292606,-48486662,116593326,-42802754,1184735,-20968656
2014-09-16,331758,-50058905,98908543,-42850559,17732552,-20318412
2014-09-15,317493,-52332597,111667893,-27914614,-3804962,-19004964
2014-09-14,326868,-38201334,132767307,-55794435,-20123448,-16550608
2014-09-13,341133,-37544426,129107082,-48665299,-20414116,-15389148
2014-09-12,330772,-51588266,120946628,-30803530,-21088120,-15037450
2014-09-11,334822,-50399456,139906732,-47885639,-19842895,-16006605
2014-09-10,334417,-53230512,136730049,-43437427,-10292348,-18017388
2014-09-09,339469,-53372018,136519496,-49855341,-22266460,-10007748
2014-09-08,335149,-56194313,128182567,-56488129,1722329,-17585916
2014-09-07,343316,-33096645,114146015,-62859876,-4377171,-13420776
2014-09-06,351556,-30864000,97907485,-55916291,5793996,-14589900
2014-09-05,305471,-44487181,103112113,-56107114,10994215,-14609376
2014-09-04,353495,-47422756,91688984,-46716979,19914673,-15375276
2014-09-03,346004,-50070736,100350386,-48702947,20492237,-18490896
2014-09-02,323020,-55978601,119721954,-37849433,-8468787,-20526708
2014-09-01,323966,-54569315,119723293,-41873974,-6126406,-17098080
2014-08-31,344463,-37585718,84466214,-51893688,17625854,-20001864
2014-08-30,293711,-32395184,88844439,-49605364,8552422,-20645448
2014-08-29,339330,-46428609,94406764,-47533578,14176491,-18905112
2014-08-28,355316,-50506580,96999336,-41785233,11236736,-21151308
2014-08-27,363229,-49610095,102490278,-35381940,12397853,-24190944
2014-08-26,360991,-57590337,105772798,-22167041,-8256907,-19083912
2014-08-25,328027,-55918163,60101800,14253657,4825549,-17063532
2014-08-24,276502,-37632747,95190448,-17013751,-18081358,-17941296
2014-08-23,281734,-34846296,105815237,-31104972,-16040299,-18842880
2014-08-22,342502,-52909470,113274485,-31104103,-5702510,-17807616
2014-08-21,327759,-50741501,123858120,-32140356,-18116907,-19966356
2014-08-20,299804,-50351229,114082871,-31272118,-10253475,-21443748
2014-08-19,236188,-50646262,113608880,-48680584,725425,-18246480
2014-08-18,342475,-48885678,101468239,-40809644,7649134,-17427408
2014-08-17,260931,-33145639,95059229,-43788416,-3667480,-17073108
2014-08-16,257851,-28620613,95919054,-44728240,-5912336,-16029828
2014-08-15,322620,-42262995,99816779,-37364386,-8015136,-14307096
2014-08-14,311985,-42219045,96732033,-43680474,12144864,-19352088
2014-08-13,303218,-46650503,95388979,-45157966,12144864,-16847424
2014-08-12,315885,-43285868,98522523,-48614190,11972064,-19433796
2014-08-11,338458,-41484727,91533366,-52557679,16056864,-16331532
2014-08-10,266015,-25319391,86291027,-58422098,12864864,-14644680
2014-08-09,264956,-23557472,84112292,-55665223,12144864,-12787476
2014-08-08,328208,-35362457,88512770,-51129355,12144864,-15989820
2014-08-07,316155,-38239818,87871934,-48449355,13601064,-15734400
2014-08-06,330911,-36783374,91238326,-46480191,12144864,-18132765
2014-08-05,331577,-40165114,91931438,-52388082,13584864,-16895148
2014-08-04,266577,-38737425,89548521,-47088002,12143664,-14053512
2014-08-03,236808,-22039433,82872155,-58915297,13104864,-13963404
2014-08-02,227604,-20454683,79729707,-57305337,11064864,-13575984
2014-08-01,269581,-29941058,87312153,-54305832,13584864,-17296824
2014-07-31,189957,-29247539,68203840,-35680386,11548776,-16366092
2014-07-30,181502,-31346290,72319631,-32087141,7315896,-17568912
2014-07-29,187284,-28727363,67287650,-32984434,11972064,-15660660
2014-07-28,176238,-33438579,61547627,-27637813,10348776,-14306328
2014-07-27,178370,-19708568,110605667,-78959518,2411328,-15348384
2014-07-26,163233,-19329829,112491382,-79626031,787896,-14659620
2014-07-25,145479,-27396556,86080008,-54251165,11972064,-16775544
2014-07-24,16102,-27897694,58142582,-24851906,11972064,-16758516
2014-07-23,36674,-29710948,19663443,8634385,18624864,-17163288
2014-07-22,67028,-26979944,6000000,15656731,19466864,-18436380
2014-07-21,156620,-29350890,6000000,25249672,14628864,-18186144
2014-07-20,169085,-20102383,6000000,6588743,18864864,-16564656
2014-07-19,184255,-19348937,6000000,5504535,17544864,-16521504
2014-07-18,177722,-30469327,6000000,27244639,15256576,-16974672
2014-07-17,187243,-33721095,4500000,13420479,28456776,-18366300
2014-07-16,190704,-38723515,825357,33680811,19575408,-19826448
2014-07-15,196985,-34690976,20233321,27355606,4012608,-18012516
2014-07-14,198883,-34616941,80972008,-18913797,-12555000,-16357128
2014-07-13,201983,-24722167,73812230,-4497929,-29918592,-11797548
2014-07-12,205183,-24569679,83184504,-19196235,-25118592,-16730928
2014-07-11,225198,-33237572,95608008,-21849605,-12791304,-15145596
2014-07-10,211835,-37521200,76508989,-14322800,-4679136,-15720952
2014-07-09,195543,-34288775,85146054,-9889239,-15554634,-17575464
2014-07-08,191851,-39060124,82133174,-17264419,-10433798,-13040940
2014-07-07,199514,-44872794,93150385,-37676473,6552864,-20871012
2014-07-06,193703,-26354469,98828973,-74184789,13464864,-15344784
2014-07-05,202095,-24611342,89171063,-64254494,13230864,-15757308
2014-07-04,204436,-41219152,77912912,-36174965,15456864,-14961576
2014-07-03,202121,-46293824,100131321,-47785905,18140576,-18612476
2014-07-02,199814,-47355334,129920613,-65728383,-3511304,-19082664
2014-07-01,182146,-47356147,128147120,-82171991,30658649,-24236100
2014-06-30,189198,-49272644,108600570,-69306486,26686872,-23740938
2014-06-29,185697,-33893921,102912950,-79331546,29067864,-20404032
2014-06-28,193855,-30263696,91266022,-68078631,27912864,-19643352
2014-06-27,196419,-42653945,6023352,11602229,45816874,-22732020
2014-06-26,188581,-48247245,6023352,16859819,44472864,-21301176
2014-06-25,170562,-47518062,6023352,20088190,43339853,-21977472
2014-06-24,130445,-52454429,6059352,22902325,34475288,-20640012
2014-06-23,138868,-49993258,9991757,48190996,16657576,-21034320
2014-06-22,154640,-39659391,6000000,18479569,28695408,-19925556
2014-06-21,164076,-41036288,9250000,27770791,21648696,-18957876
2014-06-20,178831,-52287699,30007784,-14005055,44737576,-16458912
2014-06-19,200186,-54893419,12023352,34402828,29775408,-19859220
2014-06-18,203401,-57441837,12023352,46892258,26265408,-18054804
2014-06-17,197546,-62115496,19223352,44710242,15033408,-17279796
2014-06-16,196325,-47995996,20423352,25317214,16539408,-17908040
2014-06-15,162151,-30685264,20423352,13162639,12505080,-16345752
2014-06-14,161910,-31030002,20423352,16423668,9161640,-16700604
2014-06-13,139993,-40942637,20423352,8596981,18873408,-13946144
2014-06-12,130493,-44554322,4400770,16329488,38553408,-15899160
2014-06-11,148805,-47745799,10773352,41437479,22317408,-16925688
2014-06-10,162670,-52388575,14552019,32173291,17764800,-16861140
2014-06-09,130194,-35034965,12950076,16129672,14589408,-18477828
2014-06-08,130728,-28343393,106003210,-52269251,-7953720,-15718704
2014-06-07,161731,-30322222,111772677,-75263913,4689920,-14950728
2014-06-06,198196,-46783584,103408386,-34109841,-7795549,-13451724
2014-06-05,173760,-42967172,134350175,-73280443,-6183720,-17322120
2014-06-04,144732,-52837021,197286352,-68160421,-55751136,-19105428
2014-06-03,147762,-54802378,175491352,-59717170,-43211136,-17344596
2014-06-02,129562,-56630921,167409878,-57080647,-34116128,-17802624
2014-06-01,132426,-39743528,162033219,-65128778,-42243960,-16121820
2014-05-31,158682,-37723204,161862203,-74185859,-41932772,-15288156
2014-05-30,158640,-50043580,174660576,-56948877,-51804022,-17400888
2014-05-29,179283,-47253779,155004576,-60233461,-23536616,-18879828
2014-05-28,189805,-53924462,164561922,-47842470,-33013848,-25374948
2014-05-27,189293,-49120823,160711642,-42291232,-45251916,-24649032
2014-05-26,182508,-59927974,156444753,-36396690,-43011599,-15476516
2014-05-25,174831,-34684908,154160939,-60110675,-43542552,-17659419
2014-05-24,174497,-32128325,163346812,-62757107,-50399904,-13567500
2014-05-23,153761,-48292418,164225799,-57079258,-49085974,-14662860
2014-05-22,164511,-49447037,146333441,-59802612,-28271136,-14892564
2014-05-21,212842,-50107173,156714953,-63595456,-25055136,-20733888
2014-05-20,224871,-67321838,143025786,-42142593,-2665701,-23011740
2014-05-19,219039,-66341727,148692786,-38581770,-30190424,-16619436
2014-05-18,186951,-41450205,149597240,-52419714,-44132598,-15506484
2014-05-17,219180,-36064269,159234816,-63470363,-45629312,-14984172
2014-05-16,230099,-51887828,154981554,-60404850,-27547984,-19119996
2014-05-15,206309,-76305826,153603777,-48318532,-5579592,-21985944
2014-05-14,202086,-77595572,154459625,-17068789,-23654592,-19968048
2014-05-13,215047,-78532389,155087089,-28358252,-27351672,-17151492
2014-05-12,200013,-79746677,150257492,-28884144,-22373360,-19510128
2014-05-11,192828,-53840844,146232201,-48086869,-26429077,-18195312
2014-05-10,200622,-49784712,144324993,-47855429,-29328388,-17745984
2014-05-09,199054,-82683619,153402218,-44492490,-14078592,-17641068
2014-05-08,195938,-80005022,154056041,-29570026,-14152160,-19347840
2014-05-07,201451,-87285556,157410131,-34003618,-23078592,-19523160
2014-05-06,192363,-74709429,149153030,-32282042,-20453909,-18953448
2014-05-05,183627,-93743370,157458576,-6982661,-39196592,-19716240
2014-05-04,183271,-58339178,148903737,-29799978,-38386256,-18218820
2014-05-03,190949,-55504236,146476240,-36757565,-38953600,-18611484
2014-05-02,184203,-68489651,151151186,-41981274,-28803932,-12539688
2014-05-01,169528,-52562692,153167953,-52950065,-28328592,-22359900
2014-04-30,165623,-61162473,157312026,-25336986,-50011392,-20185692
2014-04-29,192641,-64776805,157531764,-39481260,-30091392,-18395520
2014-04-28,182821,-72163227,158147345,-11710105,-52411392,-21435408
2014-04-27,186532,-46788861,161549441,-36727654,-58039416,-19541856
2014-04-26,202893,-52215096,153459436,-36197419,-49543416,-17525172
2014-04-25,216409,-67452243,159831107,-21918490,-50011392,-18414492
2014-04-24,217544,-86066273,166269079,-477834,-53611392,-17834688
2014-04-23,216213,-79521554,168707800,-25798338,-54187224,-20001396
2014-04-22,210436,-64878046,158932678,-40447483,-36567392,-22523496
2014-04-21,227947,-53930884,163992917,-33010168,-57931392,-20820636
2014-04-20,219849,-50126173,157586961,-27908308,-52278392,-20475852
2014-04-19,216612,-61865777,159675986,-17615182,-59131392,-20096976
2014-04-18,230345,-73245219,143940930,4446402,-52903392,-25177488
2014-04-17,233070,-71239920,155399156,-13209901,-38912392,-25503000
2014-04-16,231397,-91542034,158420159,6765672,-46171392,-30888756
2014-04-15,238724,-87159691,135932716,18759679,-31507392,-26468352
2014-04-14,235186,-91673093,111704090,45015474,-47536496,-27291720
2014-04-13,221537,-75951585,151312410,-23592867,-38780392,-25569228
2014-04-12,224756,-76536523,147902647,-8550737,-45238392,-22239864
2014-04-11,232854,-97626086,146771500,43504700,-51667392,-30878952
2014-04-10,232577,-118080368,144893007,54772966,-49581120,-26308488
2014-04-09,223243,-103678700,164822285,23971311,-65949392,-22777092
2014-04-08,216623,-92125435,154818800,25130742,-73482392,-20652660
2014-04-07,201538,-87240182,155335688,23098085,-68471858,-24982428
2014-04-06,178692,-81185909,93690156,54154879,-32539392,-23294748
2014-04-05,181597,-98487170,121150808,35102431,-33916392,-27426432
2014-04-04,203677,-109829929,163357800,37053439,-64778270,-26631348
2014-04-03,216208,-113052607,177634787,43374261,-73849392,-28558644
2014-04-02,209778,-120704364,178895301,42742018,-66709392,-33258096
2014-04-01,202898,-118193103,155622234,57364713,-71855392,-27614736
2014-03-31,207896,-91924556,164066189,-8595542,-36082592,-26226396
2014-03-30,181329,-80196047,179000664,-25653675,-53745156,-22995592
2014-03-29,197628,-78398460,184901400,-21012556,-62950098,-23161600
2014-03-28,210918,-97506232,151056384,-18513765,-5275372,-27213668
2014-03-27,218077,-110980201,134167382,11525974,-1391096,-30001740
2014-03-26,216152,-123094352,157442914,25675864,-30761384,-28682496
2014-03-25,211524,-111477353,161240150,6872355,-36134592,-27220080
2014-03-24,202915,-99535284,151571575,31458297,-47858592,-27283008
2014-03-23,188136,-85785778,159486791,-14021068,-37605216,-23245212
2014-03-22,195073,-82527448,157915040,-11193202,-40231258,-22648320
2014-03-21,200564,-88899878,143227057,-5680995,-26774592,-24429480
2014-03-20,206476,-82080058,158579952,4594989,-50587392,-24915924
2014-03-19,214924,-98366422,158995272,8230553,-42514953,-26273904
2014-03-18,209490,-99754759,154063532,-1638846,-28987392,-24298992
2014-03-17,201714,-96444242,161625199,20323401,-50894592,-25913160
2014-03-16,198180,-91568500,157382691,13717533,-58334592,-22297800
2014-03-15,192310,-80318308,157213940,778490,-58334592,-22424004
2014-03-14,208196,-92914479,152462917,252437,-36014592,-26953632
2014-03-13,205795,-92763442,149642509,7182201,-29725592,-32727876
2014-03-12,205032,-99871856,122768125,33471807,-22787484,-29275284
2014-03-11,201003,-100502101,145070593,-4156808,-24934592,-28827552
2014-03-10,189349,-91771541,131983937,5712150,-18236592,-28192812
2014-03-09,173265,-79482406,121198798,18466363,-26844592,-27314076
2014-03-08,185147,-88974906,117692810,16447005,-25838592,-25781712
2014-03-07,188562,-104499834,143690157,11945665,-26444592,-26051624
2014-03-06,171621,-117903030,139923172,27780013,-5424592,-37329936
2014-03-05,164818,-132828574,138526494,39796044,-3424592,-36035348
2014-03-04,143022,-127442216,137463579,29805046,-7874592,-31540332
2014-03-03,78518,-121383304,138427429,43585364,-23734592,-36472272
2014-03-02,77786,-106754900,136373040,24500328,-19781679,-30874260
2014-03-01,81948,-102999193,138384698,20255279,-23060040,-26424132
2014-02-28,87658,-121287809,78396780,78587370,-4100840,-33905160
2014-02-27,91022,-114358521,144091103,43466296,-10245840,-44157024
2014-02-26,89023,-125762571,147450780,24803740,-13068840,-43497644
2014-02-25,83044,-107682993,151321304,20460025,-15140840,-43424604
2014-02-24,87867,-108532553,152478745,16541046,-19155840,-39995016
2014-02-23,72998,-95474780,150677834,7591462,-16915840,-30251971
2014-02-22,76517,-101520464,152719220,-9442807,-20805840,-29012376
2014-02-21,108438,-108366241,127655216,-1331240,15104160,-35059572
2014-02-20,121356,-116809348,131738349,6803623,17634160,-47183964
2014-02-19,110589,-140592222,137410767,20626882,18554160,-45199212
2014-02-18,96499,-139033248,149450514,18558366,13034160,-45723448
2014-02-17,136422,-140375096,137103812,69530458,-9401352,-48544164
2014-02-16,166232,-124146229,159604588,18108382,-27620904,-30562548
2014-02-15,171140,-113351329,136273764,32050216,-22059108,-33744480
2014-02-14,186428,-129806818,146772862,36570903,-2505840,-49156176
2014-02-13,136544,-132541573,136817203,51534016,-2827200,-53818004
2014-02-12,125537,-128701859,132073472,66088829,-21711840,-54417624
2014-02-11,81732,-133880378,114672716,100087999,-26557840,-53588396
2014-02-10,126912,-139345490,111262819,119820298,-33579538,-53681776
2014-02-09,151913,-117471011,102547253,82294773,-25845840,-39207624
2014-02-08,157097,-116202014,105967520,67615333,-28005840,-37677092
2014-02-07,163926,-131952788,147165048,59140701,-25924004,-47597496
2014-02-06,158695,-145815039,152573249,76393676,-25805840,-54263580
2014-02-05,146738,-151887632,150353200,85474502,-28785840,-54609540
2014-02-04,140471,-151073576,152984160,78824075,-23058616,-59004480
2014-02-03,155335,-150776860,152861560,85338756,-23565840,-57402280
2014-02-02,154817,-134078239,144487381,35012818,-4157840,-50913036
2014-02-01,160076,-141603010,152205598,62250763,-12720640,-53345376
2014-01-31,141400,-198900426,146566188,126513246,-6203354,-66274332
2014-01-30,82391,-205095959,150219043,144697287,-14687344,-67716504
2014-01-29,102221,-201422524,149135484,128571068,-9755864,-71959824
2014-01-28,41242,-191639111,149353982,107510008,-8604930,-69354488
2014-01-27,0,-196981250,153050799,138507217,-6381896,-72938148
2014-01-26,0,-190253886,150404099,139793812,-22267356,-70339944
2014-01-25,0,-183337136,149222756,122503228,-24199733,-67669380
2014-01-24,0,-196017521,146596640,124079618,-10497855,-71116044
2014-01-23,13381,-192938565,140814771,103886293,25360526,-73411248
2014-01-22,4509,-187133047,132699180,144941937,-16381379,-73601072
2014-01-21,0,-180383726,139226013,133159189,-28945840,-69063732
2014-01-20,0,-167396744,151186687,122774225,-36224840,-65403264
2014-01-19,42897,-143705954,150969566,87305079,-38713840,-57639268
2014-01-18,127435,-132354461,152628681,76557085,-39075840,-57798480
2014-01-17,114356,-149612532,160281791,86675798,-34173890,-62070960
2014-01-16,104608,-150047829,161190675,54357309,-3765840,-66420900
2014-01-15,49138,-141323828,157708000,38487027,-1555823,-64499784
2014-01-14,0,-152160642,147978339,88360925,-9693840,-63742584
2014-01-13,0,-163859312,145337537,108037045,-9329795,-68738424
2014-01-12,31966,-133408867,160206233,37184974,-19999836,-46943714
2014-01-11,118514,-106578142,147265920,27560262,-27105840,-34896636
2014-01-10,111351,-108487074,151129170,6772639,-9431497,-39334284
2014-01-09,71778,-111522756,153469002,-65151,-14459840,-35411940
2014-01-08,7213,-105755234,151731878,3414074,-23301840,-35040972
2014-01-07,6515,-102722601,150932021,10002773,-23925840,-32978688
